Course Code,Course Name,Level,Term,Description,Prerequisites,Restrictions,Corequisites
KUR 520D,Bsic Kurdish II Discussion,520,"Fall, Spring",Bsic Kurdish II Discussion Temel Düzeyde Kürtçe II Tartışma 0.000,,,KUR 520
KUR 530,Intermediate Kurdish I,530,"Fall, Spring","Intermediate Kurdish I This course is a continuation of KUR 520 and continues to focus on four skills in the Kurdish language. At this level, students learn to use more complex structures to describe daily events and express their opinions. Orta Düzeyde Kürtçe I Bu ders, KUR 520 dersinin devamı niteliğinde olup dilin dört becerisi üzerine yoğunlaşmaya devam eder. Bu seviyede öğrenciler, daha karmaşık olan kalıpları kullanarak, günlük olayları tanıtabilir ve düşüncelerini beyan edebilirler. 3.000",Doctorate level KUR 520 Minimum Grade of D or Masters level KUR 520 Minimum Grade of D or Doctorate level KUR 503 Minimum Grade of D or Masters level KUR 503 Minimum Grade of D,,KUR 530D Prerequisites: Doctorate level KUR 520 Minimum Grade of D or Masters level KUR 520 Minimum Grade of D or Doctorate level KUR 503 Minimum Grade of D or Masters level KUR 503 Minimum Grade of D
KUR 530D,Intermediate Kurdish I Discussion,530,"Fall, Spring",Intermediate Kurdish I Discussion Orta Düzeyde Kürtçe I Tartışma 0.000,,,KUR 530
KUR 540,Intermediate Kurdish II,540,"Fall, Spring","Intermediate Kurdish II This course is designed for the students who have a solid foundation in both conversational and written Kurdish. This class focuses on the development of accurate and extended discourse as well as on the expansion of several varieties of Kurdish language through reading, audio or audiovisual authentic materials. Orta Düzeyde Kürtçe II Bu ders sözlü ve yazılı olarak sağlam bir Kürtçe temeli olan öğrencilere yöneliktir. Bu ders doğru ve uzun Kürtçe söylemlerin geliştirilmesinin yanı sıra, gerçek hayattan toplanmış çeşitli okuma, dinleme veya görsel materyal ile öğrencilerin çeşitli lehçelerde bilgisini arttırmaya yoğunlaşır. 3.000",Doctorate level KUR 530 Minimum Grade of D or Masters level KUR 530 Minimum Grade of D,,KUR 540D Prerequisites: Doctorate level KUR 530 Minimum Grade of D or Masters level KUR 530 Minimum Grade of D
KUR 540D,Intermediate Kurdish II Discussion,540,"Fall, Spring",Intermediate Kurdish II Discussion Orta Düzeyde Kürtçe II Tartışma 0.000,,,KUR 540
LAT 110,Basic Latin I,110,"Fall, Spring",Basic Latin I This course is designed as an introduction to the Latin language. It aims to help students develop the language and skills required for effective communication at the Basic level and raise their awareness of processes involved in learning to communicate. Temel Düzeyde Latince I Bu ders Latince’ ye giriş niteliğinde olup başlangıç düzeyinde iletişim için gerekli dil becerileri edinilerek iletişim kurma süreçleri hakkında bilgi sahibi olmayı amaçlar. 3.000,,,LAT 110D
LAT 110D,Basic Latin I Discussion,110,"Fall, Spring",Basic Latin I Discussion Temel Düzeyde Latince I Tartışma 0.000,,,LAT 110
LAT 120,Basic Latin II,120,"Fall, Spring","Basic Latin II The course aims to help students further develop their linguistic, lexical and syntactic knowledge as well as their knowledge of the language and everyday communication skills. This is done using texts from the works of Julius Caesar and Cornelius Nepos. Temel Düzeyde Latince II Bu ders, orta düzeyde etkin iletişim için gerekli olan dil ve becerileri edinerek iletişim kurma süreçleri konusunda bilgi sahibi olmalarını hedefler. Ayrıca Julius Caesar ve Cornelius Nepos’ tan seçme parçalar üzerine çalışılmaktadır. 3.000",Undergraduate level LAT 110 Minimum Grade of D or Undergraduate level LAT 312 Minimum Grade of D,,LAT 120D Prerequisites: Undergraduate level LAT 110 Minimum Grade of D or Undergraduate level LAT 312 Minimum Grade of D
LAT 120D,Basic Latin II Discussion,120,"Fall, Spring",Basic Latin II Discussion Temel Düzeyde Latince II Tartışma 0.000,,,LAT 120
LAT 130,Intermediate Latin I,130,"Fall, Spring","Intermediate Latin I This course is a continuation of the LAT 120 course. The course aims to help students further develop lexical and syntactic knowledge as well as their knowledge of the language and everyday communication skills. This is done using texts from the works of Julius Caesar and Cornelius Nepos. Orta Düzeyde Latince I Bu ders, LAT 120 dersinin devamı niteliğinde olup, orta düzeyde etkin iletişim için gerekli olan dil ve becerileri edinerek iletişim kurma süreçleri konusunda bilgi sahibi olmalarını hedefler. Ayrıca Julius Caesar ve Cornelius Nepos' tan seçme parçalar üzerine çalışılmaktadır. 3.000",Undergraduate level LAT 120 Minimum Grade of D or Undergraduate level LAT 313 Minimum Grade of D,,LAT 130D Prerequisites: Undergraduate level LAT 120 Minimum Grade of D or Undergraduate level LAT 313 Minimum Grade of D
LAT 130D,Intermediate Latin I Discussion,130,"Fall, Spring",Intermediate Latin I Discussion Orta Düzeyde Latince I Tartışma 0.000,,,LAT 130
LAT 140,Intermediate Latin II,140,"Fall, Spring","Intermediate Latin II In Latin 140 students strengthen their understanding of Latin grammar and syntax and their translation and composition abilities while reading a selection of major authors of prose and poetry. Orta Düzeyde Latince II Latince 140 dersinde öğrenciler Latin edebiyatının önemli yazarlarının düz yazı ve şiir alanındaki seçme eserlerini okurlarken aynı zamanda dilbilgisi, söz dizimi ve çeviri alanlarındaki becerilerini geliştirirler. 3.000",Undergraduate level LAT 130 Minimum Grade of D,,LAT 140D Prerequisites: Undergraduate level LAT 130 Minimum Grade of D
LAT 140D,Intermediate Latin II Discussion,140,"Fall, Spring",Intermediate Latin II Discussion Orta Düzeyde Latince II Tartışma 0.000,,,LAT 140
LAT 150,Advanced Latin I,150,"Fall, Spring",Advanced Latin I İleri Düzey Latince I 3.000,Undergraduate level LAT 140 Minimum Grade of D,,LAT 150D Prerequisites: Undergraduate level LAT 140 Minimum Grade of D
LAT 150D,Advanced Latin I Discussion,150,"Fall, Spring",Advanced Latin I Discussion İleri Düzey Latince I Tartışma 0.000,,,LAT 150
LAT 510,Basic Latin I,510,"Fall, Spring",Basic Latin I This course is designed as an introduction to the Latin language. It aims to help students develop the language and skills required for effective communication at the Basic level and raise their awareness of processes involved in learning to communicate. Temel Düzeyde Latince I Bu ders Latince’ ye giriş niteliğinde olup başlangıç düzeyinde iletişim için gerekli dil becerileri edinilerek iletişim kurma süreçleri hakkında bilgi sahibi olmayı amaçlar. 3.000,,,LAT 510D
LAT 510D,Basic Latin I Discussion,510,"Fall, Spring",Basic Latin I Discussion Temel Düzeyde Latince I Tartışma 0.000,,,LAT 510
LAT 520,Basic Latin II,520,"Fall, Spring","Basic Latin II The course aims to help students further develop their linguistic, lexical and syntactic knowledge as well as their knowledge of the language and everyday communication skills. This is done using texts from the works of Julius Caesar and Cornelius Nepos. Temel Düzeyde Latince II Bu ders, orta düzeyde etkin iletişim için gerekli olan dil ve becerileri edinerek iletişim kurma süreçleri konusunda bilgi sahibi olmalarını hedefler. Ayrıca Julius Caesar ve Cornelius Nepos’ tan seçme parçalar üzerine çalışılmaktadır. 3.000",Doctorate level LAT 510 Minimum Grade of D or Masters level LAT 510 Minimum Grade of D,,LAT 520D Prerequisites: Doctorate level LAT 510 Minimum Grade of D or Masters level LAT 510 Minimum Grade of D
LAT 520D,Basic Latin II Discussion,520,"Fall, Spring",Basic Latin II Discussion Temel Düzeyde Latince II Tartışma 0.000,,,LAT 520
LAT 530,Intermediate Latin I,530,"Fall, Spring","Intermediate Latin I This course is a continuation of the LAT 520 course. The course aims to help students further develop their linguistic, lexical and syntactic knowledge as well as their knowledge of the language and everyday communication skills. This is done using texts from the works of Julius Caesar and Cornelius Nepos. Orta Düzeyde Latince I Bu ders, LAT 520 dersinin devamı niteliğinde olup, orta düzeyde etkin iletişim için gerekli olan dil ve becerileri edinerek iletişim kurma süreçleri konusunda bilgi sahibi olmalarını hedefler. Ayrıca Julius Caesar ve Cornelius Nepos' tan seçme parçalar üzerine çalışılmaktadır. 3.000",Doctorate level LAT 520 Minimum Grade of D or Masters level LAT 520 Minimum Grade of D,,LAT 530D Prerequisites: Doctorate level LAT 520 Minimum Grade of D or Masters level LAT 520 Minimum Grade of D
LAT 530D,Intermediate Latin II Discussion,530,"Fall, Spring",Intermediate Latin II Discussion Orta Düzeyde Latince II Tartışma 0.000,,,LAT 530
LAT 540,Intermediate Latin II,540,"Fall, Spring","Intermediate Latin II In LAT 540 students strengthen their understanding of Latin grammar and syntax and their translation and composition abilities while reading a selection of major authors of prose and poetry. Orta Düzeyde Latince II LAT 540 dersinde öğrenciler Latin edebiyatının önemli yazarlarının düz yazı ve şiir alanındaki seçme eserlerini okurlarken aynı zamanda dilbilgisi, söz dizimi ve çeviri alanlarındaki becerilerini geliştirirler. 3.000",Doctorate level LAT 530 Minimum Grade of D or Masters level LAT 530 Minimum Grade of D,,LAT 540D Prerequisites: Doctorate level LAT 530 Minimum Grade of D or Masters level LAT 530 Minimum Grade of D
LAT 540D,Intermediate Latin II Discussion,540,"Fall, Spring",Intermediate Latin II Discussion Orta Düzeyde Latince II Tartışma 0.000,,,LAT 540
LAT 550,Advanced Latin I,550,"Fall, Spring",Advanced Latin I İleri Düzey Latince I 3.000,Undergraduate level LAT 540 Minimum Grade of D,,LAT 550D Prerequisites: Undergraduate level LAT 540 Minimum Grade of D
LAT 550D,Advanced Latin I Discussion,550,"Fall, Spring",Advanced Latin I Discussion İleri Düzey Latince I Tartışma 0.000,,,LAT 550
LAW 311,International Law,311,"Fall, Spring","International Law This course aims to provide a concise account of the basic concepts of international law. After focusing on the debate on the nature of international law and its political and historical underpinnings, it will explore the sources of international law and the relations between international and municipal law. States and governments, international organisations, companies and individuals will be examined as subjects of international law. More specific issues, such as treatment of aliens, jurisdiction, treaties, state succession, the law of the Sea, air and outer space and will examine human rights, peaceful settlement of interstate disputes, and the law of war will complete the agenda of this course. Uluslararası Hukuk Bu ders, uluslararası hukukun temel kavramlarının net bir anlatımını vermeyi amaçlamaktadır. Uluslararası hukukun doğasına, siyasi ve tarihsel dayanaklarına odaklanan tartışmalara değindikten sonra; uluslararası hukukun kaynaklarına ve yerel hukukla arasındaki ilişki ele alınacaktır. Buna müteakiben, devletler ve hükümetler, uluslararası hukukun özneleri olarak incelenecektir. Yabancı uyruklu kimselere uygulanan muameleler, yasal yetki hakkı, anlaşmalar, devletlerin halef olması, Denizler Hukuku, hava sahası ve dış uzay gibi daha spesifik konuların yanı sıra; insan hakları, devletlerarası anlaşmazlıkların barışçıl çözümleri, ve savaş hukuku gibi konular bu dersin ana gündemini oluşturacaktır. 3.000",,,
LAW 312,Comparative Constitutional Law,312,"Fall, Spring","Comparative Constitutional Law This course explores the similarities and differences between written constitutions that stem from diverse legal and cultural backgrounds. While the chosen constitutions may differ according to the instructor, the emphasis is on making critical comparisons between the different constitutional systems, including substantive areas such as: Judicial Review; Individual Freedoms; Separation of Powers; Centralization of Decision Making; Pluralism; and Protection of Democratic Principles. Karşılaştırmalı Anayasa Hukuku Değişik kültürel ve hukuksal altyapısı olan ülkelerin anayasaları arasındaki benzerlik ve farklılıklar incelenmektedir. Bu anayasalar dersi veren öğretim üyesinin seçimine bağlı olarak değişebilmektedir. Derste, farklı anayasal sistemler eleştirel bir şekilde karşılaştırılmakta, özellikle yargılama, bireysel özgürlükler, güçler ayrımı, karar verme süreçlerinin merkeziliği, çoğulculuk, ve demokratik ilkelerin korunması gibi konu ve kavramlara odaklanılmaktadır. 3.000",,,
LAW 404,Human Rights in the EU,404,"Fall, Spring","Human Rights in the EU This course focuses on the EU?s influence on human rights within member and candidate countries, as well as countries with which EU has set up external relations.It deals with the human rights policy and human rights acquis of the EU and studies human rights jurisdiction of the relevant monitoring bodies. Secondly, the course illuminates selective human rights problems that have been the subject of daily discussions all over Europe. Lastly, the course focuses on the human rights clauses placed in the external agreements of the EU, human rights conditionality in relation to full membership, and the role of the EU in promoting and protecting human rights in developing countries. AB'de İnsan Hakları Bu ders, AB'nin, üye ülkelerde, birliğe aday ülkelerde ve Birlik'in uluslararası ilişkiye girdiği ülkelerde insan hakları üzerinde olan etkisini incelemektedir. Öncelikle, Avrupa Birliği'nin insan hakları politikası, insan hakları mevzuatı ve ilgili organlarının insan hakları içtihadı incelenmektedir. Ders ikinci olarak, Avrupa'nın dört bir yanından günlük tartışmaların konusunu oluşturan seçme insan hakları sorunlarını inceleme altına almaktadır. Son olarak, Avrupa Birliği'nin taraf olduğu uluslararası anlaşmalardaki insan haklarına dair hükümler, Birlik'e tam üyelik sürecindeki insan hakları koşulları ve Birlik'in gelişmekte olan ülkelerdeki insan haklarının korunması ve geliştirilmesindeki rolü üzerinde durulmaktadır. 3.000",,,
LAW 501,"Law, Business and Society",501,"Fall, Spring","Law, Business and Society This course focuses on the complex interactions between legal, social, and business forces. Multi-national corporations influence governments; the environment is exploited and protected; people emigrate and demand more of their employers; governments try to balance business revenue and social justice. Can we say that a law ''caused'' an effect in society, or a business event ''caused'' a new law to be made? Does an effect sometimes become a cause in its own right, reinforcing an original effect? Sometimes the unintended effects of a business, legal, or social development are more important than the intended effects. We'll discuss topics including the development of the modern banking system, very large companies, how businesses relate to each other and society, how government seeks to protect people from business practices, and issues of environmental protection, free use of information (or not), and globalization. Hukuk, İş İdaresi ve Toplum Bu ders hukuki, toplumsal ve iş idaresi dinamikleri arasındaki karmaşık etkileşimleri incelemektedir. Çok uluslu şirketlerin hükümetler ve çevre üzerine etkilerini, emek-sermaye ilişkisini ve sosyal adalet konularını işlemektedir. Ders içeriği, hukuk kurallarının toplum üzerinde etkisini ve iş kontratlarının yeni hukuk düzenlemelerine yol açıp açmadığı gibi konuları kapsamaktadır. Özellikle, hukuki, toplumsal ve iş dünyasındaki düzenlemelerin beklenmeyen sonuçları daha önemli olmaktadır. Büyük şirketler, modern bankacılık sektörü, devlet-iş dünyası ilişkileri ve bilgi toplumu gelişmeleri dersin kapsamındadır. 3.000",,,
LAW 504,Human Rights in the EU,504,"Fall, Spring","Human Rights in the EU This course focuses on the EU's influence on human rights within member and candidate countries, as well as countries with which EU has set up external relations.It deals with the human rights policy and human rights acquis of the EU and studies human rights jurisdiction of the relevant monitoring bodies. Secondly, the course illuminates selective human rights problems that have been the subject of daily discussions all over Europe. Lastly, the course focuses on the human rights clauses placed in the external agreements of the EU, human rights conditionality in relation to full membership, and the role of the EU in promoting and protecting human rights in developing countries. AB'de İnsan Hakları Bu ders, AB'nin, üye ülkelerde, birliğe aday ülkelerde ve Birlik'in uluslararası ilişkiye girdiği ülkelerde insan hakları üzerinde olan etkisini incelemektedir. Öncelikle, Avrupa Birliği'nin insan hakları politikası, insan hakları mevzuatı ve ilgili organlarının insan hakları içtihadı incelenmektedir. Ders ikinci olarak, Avrupa'nın dört bir yanından günlük tartışmaların konusunu oluşturan seçme insan hakları sorunlarını inceleme altına almaktadır. Son olarak, Avrupa Birliği'nin taraf olduğu uluslararası anlaşmalardaki insan haklarına dair hükümler, Birlik'e tam üyelik sürecindeki insan hakları koşulları ve Birlik'in gelişmekte olan ülkelerdeki insan haklarının korunması ve geliştirilmesindeki rolü üzerinde durulmaktadır. 3.000",,,
LAW 511,International Law,511,"Fall, Spring","International Law This course aims to provide a concise account of the basic concepts of international law. After focusing on the debate on the nature of international law and its political and historical underpinnings, it will explore the sources of international law and the relations between international and municipal law. States and governments, international organisations, companies and individuals will be examined as subjects of international law. More specific issues, such as treatment of aliens, jurisdiction, treaties, state succession, the law of the Sea, air and outer space and will examine human rights, peaceful settlement of interstate disputes, and the law of war will complete the agenda of this course. Uluslararası Hukuk Bu ders, uluslararası hukukun temel kavramlarının net bir anlatımını vermeyi amaçlamaktadır. Uluslararası hukukun doğasına, siyasi ve tarihsel dayanaklarına odaklanan tartışmalara değindikten sonra; uluslararası hukukun kaynaklarına ve yerel hukukla arasındaki ilişki ele alınacaktır. Buna müteakiben, devletler ve hükümetler, uluslararası hukukun özneleri olarak incelenecektir. Yabancı uyruklu kimselere uygulanan muameleler, yasal yetki hakkı, anlaşmalar, devletlerin halef olması, Denizler Hukuku, hava sahası ve dış uzay gibi daha spesifik konuların yanı sıra; insan hakları, devletlerarası anlaşmazlıkların barışçıl çözümleri, ve savaş hukuku gibi konular bu dersin ana gündemini oluşturacaktır. 3.000",,,
LAW 512,Comparative Constitutional Law,512,"Fall, Spring","Comparative Constitutional Law This course explores the similarities and differences between written constitutions than stem from diverse legal and cultural backgrounds. While the chosen constitutions may differ according to the instructor, the emphasis is on making critical comparisons between the different constitutional systems, including substantive areas such as: Judicial Review; Individual Freedoms; Separation of Powers; Centralization of Decision Making; Pluralism; and Protection of Democratic Principles. Karşılaştırmalı Anayasa Hukuku Değişik kültürel ve hukuksal altyapısı olan ülkelerin anayasaları arasındaki benzerlik ve farklılıklar incelenmektedir. Bu anayasal dersi veren öğretim üyesinin seçimine bağlı olarak değişebilmektedir. Derste, farklı anayasal sistemler eleştirel bir şekilde karşılaştırılmakta, özellikle yargılama, bireysel özgürlükler, güçler ayrımı, karar verme süreçlerinin merkezliliği, çoğulculuk ve demokratik ilkelerin korunması gibi konu ve kavramlara odaklanılmaktadır. 3.000",,,
LIT 212,Analyzing Text and Context,212,"Fall, Spring","Analyzing Text and Context Whatever our profession or interests, we are surrounded by texts in our daily lives: newspapers, advertising, instruction manuals and novels, to name only a few. This course introduces the interpretive strategies necessary to be critical readers of the texts we encounter. While the emphasis will be primarily on the written word and the methods of literary criticism, the course may also take up other cultural ""texts,"" in a larger sense, ranging from film and video to fashion and opera. In all cases, the production, reception and use of texts in specific cultural contexts will be given close attention. Metin Kültür Bağlam Çözümlemeleri Mesleğimiz ve ilgi alanımız ne olursa olsun, gündelik yaşamımız metinlerle çevrilidir: gazeteler, reklamlar, kataloglar ve romanlar gibi. Bu ders, öğrencilere iyi bir metin okuyucusu olmalarını kolaylaştıracak becerileri vermeyi amaçlar. Daha çok yazılı kültür ve edebiyat eleştirisi üzerinde durulmakla birlikte, film, video, moda ve opera gibi kültürel metinler de ele alınacaktır. Seçilmiş metinler yoluyla bir metnin belirli bir kültürel bağlamda nasıl üretildiği, tüketildiği ve kullanıldığı derinlemesine incelenecektir. 3.000",,,
LIT 252,Topics in World Literature,252,"Fall, Spring","Topics in World Literature This course introduces students to various topics in world literature, as well as to methods of understanding and analyzing the texts within their specific historical and cultural contexts. The specific works read in this course will change from year to year. Dünya Edebiyatından Temalar Bu derste dünya edebiyatından seçilmiş temalar üzerinde durulacaktır. Öğrenciler, seçilmiş metinleri belirli tarihsel ve kültürel bağlamlar çerçevesinde okuyacak ve çözümleyeceklerdir. Derste okunan metinler seneden seneye değişecektir. 3.000",,,
LIT 320,Popular Literature,320,"Fall, Spring","Popular Literature This course examines various forms of 19th and 20th century literature that fall outside the rubric of the literary canon. It aims to provide an understanding of what constitutes popular literature and its place in contemporary culture. It focuses on one or more popular genres such as adventure fiction, children's literature, horror, detective fiction, romance, and science fiction, offering an introduction to such topics as literary value, readership, generic conventions, narrative techniques, and adaptation. Popüler Edebiyat Bu derste 19. ve 20. yüzyıl edebiyatlarından, edebiyat kanonlarının kapsamı dışında kalan farklı türlerde örnekler incelenir. Popüler edebiyatın anlamı ve çağdaş kültür içindeki yerinin kavranmasını sağlamak amaçlanır. Macera, çocuk edebiyatı, korku, polisiye, pembe diziler ve bilim kurgu gibi çeşitli popüler edebiyat türlerinden bir veya birkaçı üzerinde odaklanılarak, edebi değer, okur araştırmaları, türlerin yapısal özellikleri, anlatı yöntemleri, uyarlama gibi konular irdelenir. 3.000",,,
LIT 354,Literature and Immigration,354,"Fall, Spring","Literature and Immigration Immigration has received much attention in the last century, usually as a ""problem"" or a ""question"" for the host country. The general term immigration is often used to talk about political exiles, economic refugees and internal migrants, as well as those who fit the classic picture of an individual or family moving permanently to a new home country. This course will look at literary works by writers who have been classified as ""immigrants"" to the country from which they write. While the course will take into account the linguistic, political and cultural issues these authors consider, it will also consider how the writers themselves have embraced or rejected the designation of ""immigrant"" and what is at stake in such a decision. Edebiyat ve Göçmen Kültürü Göç ve göçmenlik son yüzyılın en çok tartışılan konularındandır. Göçmen terimi, siyasi sürgün, ekonomik nedenlerle iltica, ve iç göç bağlamında veya birey olarak (ya da ailesiyle birlikte) yeni bir ülkeye taşınan insanlar için kullanılmıştır. Göçmenler kendilerini barındıran ülkeler tarafından çoğunlukla bir ""sorun"" olarak algılanmışlardır. Bu ders, içinde yaşadıkları ülke tarafından ""göçmen"" olarak sınıflandırılan yazarların yapıtlarını inceleyecektir. Bu yazarların kullandığı dil, siyasi ve kültürel ögeler ile yazarların ""göçmen"" tabirini benimseyip benimsemedikleri üzerinde durulacaktır. 3.000",,,
LIT 359,"Literature, Ideology and  Resistance",359,"Fall, Spring","Literature, Ideology and Resistance This course focuses on some of the major literary figures responsible for innovating literature's political role in society and redefining the responsibility of artists and critics in the twentieth century. The euphoria created by the struggles against colonization and racial and class oppression in various parts of the world led artists to reevaluate the political possibilities of literature. The study of a group of writers at the nexus of these struggles will incorporate a critical dialogue on cultural studies. Accordingly, the course puts the emphasis on the theoretical debates on how culture, ideology, 'race', ethnicity and class have been defined and/or represented. An important learning outcome is to equip the student with the conceptual tools to analyze a variety of literary texts with respect to politics, ideology and resistance Edebiyat, İdeoloji ve Direniş Bu ders, 20.yy'da, eleştirmen ve sanatçı sorumluluğunu yeniden tanımlayan ve edebiyatın toplumdaki politik rolünü ortaya koyan önemli edebi şahsiyetler üzerine yoğunlaşır. Bu yüzyılda dünyanın çeşitli yerlerindeki ırk, sınıf baskısı ve sömürgeciliğe karşı mücadelelerin verdiği heyecan, sanatçıları edebiyatın politik olanaklarını yeniden gözden geçirmeye yöneltti. Ders, bahsedilen bu mücadelelerin odak noktasında yer alan bir grup yazarın incelenmesiyle kültürel çalışmalar alanında eleştirel bir diyaloğu da kapsar. Buna bağlı olarak, kültür, ideoloji, ""ırk"", ""etnisite"", sınıf kavramlarının nasıl tanımlandığına ve/ya temsil edildiğine dair teorik tartışmalar vurgulanacaktır. Dersin önemli bir öğrenim çıktısı, öğrenciyi farklı edebi metinlerin politika, ideoloji ve direniş açısından analiz edilmesini sağlayacak kavramsal gereçlerle donatmaktır. 3.000",,,
LIT 394,Modern Turkish Literature,394,"Fall, Spring","Modern Turkish Literature What are the repercussions of social and political movements in Turkish literature? How is the cultural dynamism of Türkiye represented on the literary plane? This course will explore modern Türkiye and its literature through the works of writers such as Ahmet Hamdi Tanpınar, Oğuz Atay, Adalet Ağaoğlu and Orhan Pamuk. The course will attempt to define what we mean by ""Turkish national literature"" by analyzing representations of gender, religion, cultural and national identity not only in works written in Turkish but also those written in a language other than Turkish (predominantly English) and published outside the borders of Türkiye (Selma Ekrem, Halide Edib.) Modern Türk Edebiyatı Sosyal ve siyasi olayların Türk edebiyatındaki yeri nedir? Türkiye'nin kültürel dinamizmi edebiyata nasıl yansır? Bu ders modern Türkiye'yi ve edebiyatını Ahmet Hamdi Tanpınar, Oğuz Atay, Adalet Ağaoğlu ve Orhan Pamuk gibi yazarların eserleri vasıtasıyla inceleyecektir. Derste ""Türk ulusal edebiyatı""nın ne olduğu tanımlanmaya çalışılacaktır: cinsiyet, din, kültürel ve ulusal kimlik hem Türkçe ve Türkiye'de yazılan eserlerde, hem de Türkçe dışında bir dilde (özellikle İngilizce) ve Türkiye'nin dışında yazılmış ve basılmış eserler yoluyla incelenecektir. 3.000",,,
LIT 440,Literature and Psychoanalysis,440,"Fall, Spring","Literature and Psychoanalysis The course focuses on the critical evaluation of the impact of psychoanalytic discourses on literature and literary studies and vice versa. Basic concepts of psychoanalytic theory and criticism will be covered with reference to the writings of Freud and Lacan, as well as to the later interventions by such theorists as Derrida, Zizek, Deleuze and Guattari. Students will be encouraged to develop their skills in the textual analysis of a range of literary and psychoanalytic works, considering them as distinct ways of talking about desire, fantasy, memory, madness, and the unconscious. Edebiyat ve Psikanaliz Psikanalitik söylemlerle edebiyatın ve edebiyat eleştirisinin birbirlerini nasıl etkilediklerinin eleştirel bir gözle değerlendirilmesi dersin odak noktasını oluşturmaktadır. Psikanalitik kuram ve edebiyat eleştirisinin temel kavramları, Freud ve Lacan'ın yapıtlarının yanı sıra, Derrida, Zizek, Deleuze ve Guattari gibi kuramcıların farklı önerilerine de değinilerek irdelenecektir. Öğrencilerin bir dizi edebiyat ve psikanaliz metnini, arzu, imgelem, bellek, delilik ve bilinçdışı üzerine farklı söylemler olarak anlayıp yorumlamaları, metin çözümleme becerilerini geliştirmeleri amaçlanmaktadır. 3.000",,,
LIT 445,Gender and Sexuality in Literature,445,"Fall, Spring","Gender and Sexuality in Literature This course explores the ways in which literature reflects, influences, creates, and reveals cultural beliefs about gender roles, identities, and sexuality by analyzing short stories, novels, poems, and plays from a diversity of eras and national traditions. Literary texts are studied in the light of major works of feminist and queer literary theories and histories of sexuality. The ways in which gender intersects with other cultural issues such as race, nationhood, globalization, and class is also addressed in the context of specific literary texts. Edebiyatta Toplumsal Cinsiyet ve Cinsellik Bu derste edebiyatın toplumsal cinsiyet rollerini, kimliklerini ve cinselliği yansıtma, etkileme, üretme ve aydınlatma biçimleri çeşitli dönem ve ulusal geleneklerden öykü, roman, şiir ve oyunların analizi yoluyla irdelenir. Edebiyat metinleri feminist ve 'queer' edebiyat kuramları ve cinsellik tarihinin başlıca örnekleri ışığında incelenir. Belirli edebiyat metinleri bağlamında toplumsal cinsiyetin ırk, ulus, küreselleşme ve toplumsal sınıf gibi başka kültürel konularla kesişmeleri tartışılır. 3.000",,,
LIT 492,Advanced Topics in Turkish Literature,492,"Fall, Spring","Advanced Topics in Turkish Literature This course introduces students to major works of literature that have influenced Turkish history and culture and continue to have an impact on our understanding of contemporary Türkiye. Course materials combine such literary works with theoretical and historical writings on Türkiye, focusing on topics such as nationalism, gender, theories of third world narratives and aesthetics in a non-western context, canon-formation and the construction of a national canon, minority literatures, and prison literature. Compared to a introductory survey course on Turkish Literature (such as LIT 394), LIT 492 encourages in-depth analyses of fewer literary works. The authors to be covered include (but are not limited to) Ahmet Hamdi Tanpınar, Oğuz Atay, Orhan Pamuk, Adalet Ağaoğlu, Latife Tekin, Elif Şafak, Emine Sevgi Özdamar, Mehmet Uzun, and Mıgırdıç Margosyan. The language of instruction is Turkish. For the possibility of being taken simultaneously by graduate students, and of fulfilling the research seminar requirements in History in particular, see LIT 692. Türkiye Edebiyatına Eleştirel Yaklaşımlar Bu derste Türkiye tarihi ve kültürü üzerinde büyük etkisi olan, çağdaş Türkiye'nin daha iyi anlaşılabilmesini sağlayan edebi eserler incelenir. Ders malzemeleri, bu tür edebiyat metinleri ile, Türkiye üzerine yapılan (örneğin milliyetçilik, toplumsal cinsiyet, üçüncü dünya metinleri kuramları, üçüncü dünya bağlamında estetik kuramları, kanon ve ulusal kanon oluşturma süreci, azınlık edebiyatları ve hapishaneler ve hapishane edebiyatı gibi) tarihi ve teorik çalışmaların bir bileşiminden oluşur. (Örneğin LIT 394 gibi) Türkiye Edebiyatına Giriş dersleriyle karşılaştırıldığında, LIT 492 daha kısıtlı sayıda eserin daha derinlemesine incelenmesini hedefler. Ders kapsamında incelenecek yazarlar arasında Ahmet Hamdi Tanpınar, Oğuz Atay, Orhan Pamuk, Adalet Ağaoğlu, Latife Tekin, Elif Şafak, Emine Sevgi Özdamar, Mehmet Uzun ve Mıgırdıç Margosyan sayılabilir. Öğretim dili Türkçedir. Bju dersin, aynı zamanda bir lisansüstü semineri olarak alınabilmesi ve özellikle Tarih master veya doktora öğrencileri tarafından, araştırma semineri yükümlülüklerine saydırılabilmesi konusunda, bkz LIT 692. 3.000",,,
LIT 524,Postcolonial Theory and Literatures,524,"Fall, Spring",Postcolonial Theory and Literatures the other course readings. This course may be taken What happens whwn anthropolologists take up history? The recent interest of anthropology in history will be examined in this course through the close reading of a selection of contemporary ethnographies (books produced by anthropologists on the basis of field research ). Sömürge Sonrası Teorisi ve Edebiyatı Antropologlar tarihe merak sarınca ne olur? Antropolojinin son yıllarda tarihe olan ilgisi bu derste seçilmiş bazı etnografilerin (saha çalışması yapan antropologların yazdığı kitaplar) yakın okuması üzerinden tartışılacaktır. 3.000,,,
